_line,_fivetran_synced,order_id,order_date,hour,category,item_name,price,quantity,discount,total_amount,branch,payment_method,order_type,customer_id,rating,is_weekend
352,2026-04-13T20:12:46.477Z,353,2020-03-11,14,مشويات,شيش طاووق,139.91,2,0,279.82,المنصورة,Cash,Delivery,56333,3,0
353,2026-04-13T20:12:46.477Z,354,2024-12-15,17,محاشي,محشي ورق عنب,74.21,3,0,222.63,الإسكندرية,Card,Dine-in,143766,4,1
354,2026-04-13T20:12:46.477Z,355,2024-12-26,11,طواجن,طاجن ملوخية,117.83,1,0,117.83,الإسكندرية,Cash,Dine-in,174665,4,0
355,2026-04-13T20:12:46.477Z,356,2021-12-02,13,مشروبات,عصير مانجو,17.04,5,0.1,76.68,الجيزة,Wallet,Takeaway,85435,4,0
356,2026-04-13T20:12:46.477Z,357,2025-07-22,19,مقبلات,بابا غنوج,52.4,4,0.1,188.65,القاهرة,Card,Takeaway,58258,4,0
357,2026-04-13T20:12:46.477Z,358,2021-07-17,16,محاشي,محشي باذنجان,57.35,5,0.1,258.07,طنطا,Card,Dine-in,12036,4,1
358,2026-04-13T20:12:46.477Z,359,2023-10-21,11,مقبلات,سلطة بلدي,62.27,2,0,124.53,طنطا,Cash,Dine-in,36303,4,1
359,2026-04-13T20:12:46.477Z,360,2023-02-06,19,مشويات,كفتة,124.97,3,0,374.9,الإسكندرية,Card,Dine-in,39785,3,0
360,2026-04-13T20:12:46.477Z,361,2022-09-01,10,طواجن,طاجن فراخ,126.6,1,0,126.6,القاهرة,Cash,Takeaway,143550,3,0
361,2026-04-13T20:12:46.477Z,362,2020-04-22,14,مشويات,كباب,142.14,3,0,426.41,القاهرة,Card,Dine-in,70556,4,0
362,2026-04-13T20:12:46.477Z,363,2020-05-02,19,طواجن,طاجن فراخ,137.29,6,0.1,741.38,القاهرة,Card,Dine-in,84994,3,1
363,2026-04-13T20:12:46.477Z,364,2021-07-29,20,مشروبات,عصير قصب,30.99,3,0,92.97,الإسكندرية,Card,Takeaway,105685,4,0
364,2026-04-13T20:12:46.477Z,365,2023-01-20,22,محاشي,محشي ورق عنب,78.01,3,0,234.03,الجيزة,Card,Delivery,46063,4,1
365,2026-04-13T20:12:46.477Z,366,2020-07-10,21,مشويات,كفتة,164.87,4,0.1,593.53,القاهرة,Cash,Delivery,41964,4,1
366,2026-04-13T20:12:46.477Z,367,2021-04-08,13,مشروبات,عصير قصب,11.87,3,0,35.61,الإسكندرية,Wallet,Takeaway,64348,3,0
367,2026-04-13T20:12:46.477Z,368,2025-06-19,14,مشروبات,عصير قصب,61.74,5,0.1,277.84,الإسكندرية,Card,Takeaway,151728,4,0
368,2026-04-13T20:12:46.477Z,369,2022-08-28,20,محاشي,محشي ورق عنب,81.44,5,0.1,366.48,الجيزة,Card,Delivery,14297,4,1
369,2026-04-13T20:12:46.477Z,370,2020-11-24,20,مقبلات,طحينة,32.8,3,0,98.39,طنطا,Cash,Takeaway,139851,4,0
370,2026-04-13T20:12:46.477Z,371,2024-08-07,13,مشويات,شيش طاووق,145.21,3,0,435.64,الإسكندرية,Card,Takeaway,59941,4,0
371,2026-04-13T20:12:46.477Z,372,2023-03-09,22,مقبلات,طحينة,58.2,2,0,116.4,الجيزة,Wallet,Delivery,124627,3,0
372,2026-04-13T20:12:46.477Z,373,2021-02-28,17,مقبلات,بابا غنوج,51.9,4,0.1,186.82,القاهرة,Cash,Takeaway,168882,4,1
373,2026-04-13T20:12:46.477Z,374,2022-10-07,23,مشويات,كفتة,121.94,3,0,365.83,المنصورة,Cash,Dine-in,143847,3,1
374,2026-04-13T20:12:46.477Z,375,2023-10-29,12,مقبلات,طحينة,39,3,0,116.99,القاهرة,Cash,Delivery,117390,4,1
375,2026-04-13T20:12:46.477Z,376,2021-01-25,18,محاشي,محشي كوسة,70.17,3,0,210.52,طنطا,Card,Delivery,73211,4,0
376,2026-04-13T20:12:46.477Z,377,2021-01-30,10,محاشي,محشي كوسة,83.58,2,0,167.16,المنصورة,Cash,Delivery,109454,4,1
377,2026-04-13T20:12:46.477Z,378,2022-05-03,21,محاشي,محشي ورق عنب,65.84,4,0.1,237.03,طنطا,Wallet,Dine-in,76631,3,0
378,2026-04-13T20:12:46.477Z,379,2022-11-21,16,مقبلات,بابا غنوج,22.02,2,0,44.04,القاهرة,Wallet,Delivery,64260,4,0
379,2026-04-13T20:12:46.478Z,380,2025-05-20,20,طواجن,طاجن ملوخية,136.49,3,0,409.47,الجيزة,Wallet,Takeaway,100560,4,0
380,2026-04-13T20:12:46.478Z,381,2024-10-26,17,مشروبات,عصير مانجو,34.02,2,0,68.04,القاهرة,Cash,Delivery,24666,5,1
381,2026-04-13T20:12:46.478Z,382,2025-12-26,17,مشويات,كباب,174.73,2,0,349.46,القاهرة,Cash,Dine-in,173072,4,1
382,2026-04-13T20:12:46.478Z,383,2025-07-13,14,طواجن,طاجن بامية,123.19,3,0,369.58,القاهرة,Card,Dine-in,92909,4,1
383,2026-04-13T20:12:46.478Z,384,2024-02-17,15,مقبلات,طحينة,33.99,4,0.1,122.38,القاهرة,Wallet,Takeaway,135195,4,1
384,2026-04-13T20:12:46.478Z,385,2021-04-12,22,طواجن,طاجن فراخ,116.55,4,0.1,419.58,الجيزة,Cash,Takeaway,87452,4,0
385,2026-04-13T20:12:46.478Z,386,2025-01-09,23,مشويات,كفتة,161.54,4,0.1,581.53,طنطا,Card,Delivery,155283,3,0
386,2026-04-13T20:12:46.478Z,387,2024-09-11,20,طواجن,طاجن بامية,126.2,2,0,252.4,أسيوط,Wallet,Delivery,198430,3,0
387,2026-04-13T20:12:46.478Z,388,2020-07-04,19,مشويات,كباب,156.83,3,0,470.49,الجيزة,Card,Takeaway,166858,3,1
388,2026-04-13T20:12:46.478Z,389,2024-07-31,13,مشروبات,عصير مانجو,56.22,3,0,168.65,الجيزة,Card,Dine-in,157767,3,0
389,2026-04-13T20:12:46.478Z,390,2021-01-08,22,طواجن,طاجن ملوخية,113.24,3,0,339.71,الإسكندرية,Cash,Delivery,120971,3,1
390,2026-04-13T20:12:46.478Z,391,2024-05-17,13,مشويات,شيش طاووق,133.27,4,0.1,479.76,القاهرة,Wallet,Dine-in,61479,4,1
391,2026-04-13T20:12:46.478Z,392,2021-04-24,15,مقبلات,بابا غنوج,33.99,5,0.1,152.95,الإسكندرية,Card,Takeaway,145926,4,1
392,2026-04-13T20:12:46.478Z,393,2021-05-16,16,مشويات,كفتة,139.09,5,0.1,625.9,المنصورة,Card,Takeaway,84332,4,1
393,2026-04-13T20:12:46.478Z,394,2022-03-16,21,طواجن,طاجن فراخ,107.03,5,0.1,481.64,القاهرة,Card,Dine-in,50977,4,0
394,2026-04-13T20:12:46.478Z,395,2022-03-21,10,مشويات,كباب,154.91,2,0,309.81,أسيوط,Wallet,Delivery,98693,4,0
395,2026-04-13T20:12:46.478Z,396,2023-05-13,15,مقبلات,طحينة,42.87,6,0.1,231.49,الإسكندرية,Wallet,Delivery,130171,4,1
396,2026-04-13T20:12:46.478Z,397,2021-05-03,17,مقبلات,سلطة بلدي,53.29,2,0,106.58,الإسكندرية,Cash,Dine-in,29863,4,0
397,2026-04-13T20:12:46.478Z,398,2025-09-14,10,مقبلات,طحينة,73.78,3,0,221.34,القاهرة,Wallet,Delivery,79064,5,1
398,2026-04-13T20:12:46.478Z,399,2021-03-14,17,مشويات,كفتة,123.2,2,0,246.4,الجيزة,Card,Takeaway,24671,4,1
399,2026-04-13T20:12:46.478Z,400,2022-10-18,11,طواجن,طاجن بامية,144.11,3,0,432.33,الجيزة,Card,Dine-in,48433,3,0
400,2026-04-13T20:12:46.478Z,401,2022-04-17,12,طواجن,طاجن بامية,116.82,3,0,350.45,أسيوط,Card,Delivery,76930,2,1
401,2026-04-13T20:12:46.478Z,402,2024-08-18,10,محاشي,محشي كوسة,90.53,2,0,181.05,الإسكندرية,Card,Delivery,7352,4,1
402,2026-04-13T20:12:46.478Z,403,2025-04-08,10,مقبلات,بابا غنوج,49.58,1,0,49.58,الإسكندرية,Cash,Takeaway,168876,4,0
403,2026-04-13T20:12:46.478Z,404,2021-04-14,19,طواجن,طاجن فراخ,124.27,2,0,248.55,طنطا,Card,Delivery,66069,4,0
404,2026-04-13T20:12:46.478Z,405,2022-09-05,10,طواجن,طاجن بامية,124.16,2,0,248.33,القاهرة,Cash,Takeaway,146973,4,0
405,2026-04-13T20:12:46.478Z,406,2023-08-16,14,محاشي,محشي كوسة,77.03,3,0,231.09,المنصورة,Wallet,Takeaway,132761,4,0
406,2026-04-13T20:12:46.478Z,407,2025-03-30,19,مشويات,كباب,129.38,5,0.1,582.21,القاهرة,Cash,Dine-in,172992,4,1
407,2026-04-13T20:12:46.478Z,408,2020-11-04,22,طواجن,طاجن بامية,109.1,3,0,327.29,القاهرة,Cash,Dine-in,118375,3,0
408,2026-04-13T20:12:46.478Z,409,2020-03-30,14,مقبلات,طحينة,33.43,2,0,66.87,القاهرة,Card,Delivery,9169,4,0
409,2026-04-13T20:12:46.478Z,410,2023-11-06,13,مقبلات,سلطة بلدي,28.05,2,0,56.09,الإسكندرية,Cash,Delivery,104290,3,0
410,2026-04-13T20:12:46.478Z,411,2023-05-21,15,مشويات,كباب,175.25,3,0,525.74,الجيزة,Wallet,Takeaway,145776,3,1
411,2026-04-13T20:12:46.478Z,412,2021-06-28,23,مقبلات,طحينة,54.57,3,0,163.7,المنصورة,Wallet,Dine-in,37866,4,0
412,2026-04-13T20:12:46.478Z,413,2021-08-23,10,مقبلات,طحينة,66.67,1,0,66.67,الإسكندرية,Cash,Dine-in,68334,4,0
413,2026-04-13T20:12:46.478Z,414,2023-01-07,11,محاشي,محشي كوسة,79.18,3,0,237.54,القاهرة,Card,Takeaway,85148,4,1
414,2026-04-13T20:12:46.478Z,415,2023-09-03,18,مشروبات,عصير قصب,27.45,2,0,54.9,القاهرة,Card,Takeaway,67479,4,1
415,2026-04-13T20:12:46.478Z,416,2020-05-24,17,محاشي,محشي ورق عنب,41.34,3,0,124.01,الجيزة,Wallet,Takeaway,45164,4,1
416,2026-04-13T20:12:46.478Z,417,2022-07-29,19,محاشي,محشي كوسة,65.07,3,0,195.2,الجيزة,Cash,Dine-in,165513,4,1
417,2026-04-13T20:12:46.478Z,418,2022-07-27,12,مشويات,شيش طاووق,129.43,1,0,129.43,القاهرة,Cash,Dine-in,150827,4,0
418,2026-04-13T20:12:46.478Z,419,2020-06-06,16,طواجن,طاجن ملوخية,100.93,3,0,302.8,القاهرة,Card,Dine-in,181240,4,1
419,2026-04-13T20:12:46.478Z,420,2021-02-27,21,مشروبات,عصير مانجو,28.4,4,0.1,102.25,أسيوط,Cash,Takeaway,195058,3,1
420,2026-04-13T20:12:46.478Z,421,2025-12-01,15,مقبلات,طحينة,48.26,2,0,96.52,المنصورة,Cash,Delivery,165798,3,0
421,2026-04-13T20:12:46.478Z,422,2025-11-12,21,محاشي,محشي كوسة,61.41,3,0,184.24,القاهرة,Card,Delivery,196678,4,0
422,2026-04-13T20:12:46.478Z,423,2020-09-22,12,طواجن,طاجن بامية,99.81,4,0.1,359.3,القاهرة,Cash,Dine-in,167901,5,0
423,2026-04-13T20:12:46.478Z,424,2020-02-14,10,طواجن,طاجن ملوخية,102.93,2,0,205.86,القاهرة,Card,Takeaway,64971,4,1
424,2026-04-13T20:12:46.478Z,425,2023-06-07,22,مشويات,كباب,167.62,3,0,502.85,طنطا,Card,Dine-in,16381,3,0
425,2026-04-13T20:12:46.478Z,426,2022-02-16,11,محاشي,محشي كوسة,70.02,3,0,210.06,الإسكندرية,Cash,Dine-in,69502,3,0
426,2026-04-13T20:12:46.478Z,427,2024-04-23,22,محاشي,محشي ورق عنب,69.8,5,0.1,314.08,المنصورة,Card,Delivery,196153,4,0
427,2026-04-13T20:12:46.478Z,428,2021-02-18,11,مشروبات,عصير مانجو,30.94,1,0,30.94,طنطا,Cash,Delivery,98006,4,0
428,2026-04-13T20:12:46.478Z,429,2022-07-09,23,مقبلات,بابا غنوج,69.22,5,0.1,311.5,القاهرة,Card,Dine-in,25190,4,1
429,2026-04-13T20:12:46.478Z,430,2024-10-04,23,محاشي,محشي ورق عنب,122.49,3,0,367.46,الجيزة,Cash,Dine-in,187018,3,1
430,2026-04-13T20:12:46.478Z,431,2021-04-26,10,مشروبات,عصير مانجو,3.99,1,0,3.99,الإسكندرية,Card,Delivery,172698,4,0
431,2026-04-13T20:12:46.478Z,432,2025-02-07,22,مشروبات,شاي,48.45,4,0.1,174.41,الإسكندرية,Cash,Takeaway,23674,4,1
432,2026-04-13T20:12:46.478Z,433,2025-08-29,13,مشروبات,شاي,37.47,5,0.1,168.6,الجيزة,Cash,Delivery,197404,5,1
433,2026-04-13T20:12:46.478Z,434,2020-08-06,18,مقبلات,سلطة بلدي,69.17,5,0.1,311.25,أسيوط,Card,Delivery,92460,3,0
434,2026-04-13T20:12:46.478Z,435,2024-09-17,15,طواجن,طاجن بامية,139.44,2,0,278.88,الإسكندرية,Card,Dine-in,167612,4,0
435,2026-04-13T20:12:46.478Z,436,2022-07-18,15,طواجن,طاجن فراخ,137.27,4,0.1,494.17,الجيزة,Cash,Takeaway,84448,4,0
436,2026-04-13T20:12:46.478Z,437,2020-08-13,12,مشويات,شيش طاووق,161.23,2,0,322.45,الإسكندرية,Wallet,Dine-in,68879,4,0
437,2026-04-13T20:12:46.478Z,438,2024-09-25,18,مشويات,كباب,169.75,2,0,339.5,القاهرة,Wallet,Takeaway,160040,4,0
438,2026-04-13T20:12:46.478Z,439,2023-07-18,11,مشويات,كفتة,172.92,2,0,345.84,القاهرة,Card,Dine-in,145772,4,0
439,2026-04-13T20:12:46.478Z,440,2022-09-12,20,مشويات,كفتة,164.57,4,0.1,592.45,الإسكندرية,Cash,Takeaway,181099,4,0
440,2026-04-13T20:12:46.478Z,441,2020-03-01,19,محاشي,محشي كوسة,114.52,3,0,343.56,الجيزة,Cash,Delivery,50609,4,1
441,2026-04-13T20:12:46.478Z,442,2020-10-09,19,مقبلات,بابا غنوج,52.3,3,0,156.9,الإسكندرية,Card,Takeaway,104605,4,1
442,2026-04-13T20:12:46.478Z,443,2022-06-08,21,طواجن,طاجن فراخ,115.02,3,0,345.05,الإسكندرية,Wallet,Dine-in,86373,4,0
443,2026-04-13T20:12:46.478Z,444,2022-07-10,11,محاشي,محشي باذنجان,82.06,3,0,246.17,القاهرة,Cash,Delivery,139393,4,1
444,2026-04-13T20:12:46.478Z,445,2025-06-29,10,محاشي,محشي ورق عنب,97.63,2,0,195.25,القاهرة,Card,Delivery,150186,3,1
445,2026-04-13T20:12:46.478Z,446,2023-09-24,19,مشويات,كباب,151.7,6,0.1,819.17,الجيزة,Cash,Delivery,168079,3,1
446,2026-04-13T20:12:46.478Z,447,2024-03-07,10,مقبلات,بابا غنوج,68.14,1,0,68.14,الجيزة,Card,Dine-in,146156,2,0
447,2026-04-13T20:12:46.478Z,448,2022-02-09,12,مقبلات,طحينة,25.71,1,0,25.71,الإسكندرية,Card,Takeaway,51952,3,0
448,2026-04-13T20:12:46.478Z,449,2021-06-22,22,مشويات,شيش طاووق,161.88,3,0,485.64,الجيزة,Cash,Dine-in,169719,4,0
449,2026-04-13T20:12:46.478Z,450,2022-02-15,14,مقبلات,طحينة,67.2,2,0,134.4,الجيزة,Cash,Delivery,185974,4,0
450,2026-04-13T20:12:46.478Z,451,2022-04-03,18,طواجن,طاجن فراخ,136.59,3,0,409.76,طنطا,Wallet,Takeaway,165574,4,1
451,2026-04-13T20:12:46.478Z,452,2021-09-27,22,مشروبات,عصير مانجو,23.29,4,0.1,83.83,المنصورة,Card,Delivery,127966,3,0
452,2026-04-13T20:12:46.478Z,453,2023-12-18,16,محاشي,محشي باذنجان,81.05,4,0.1,291.77,المنصورة,Cash,Delivery,31671,3,0
453,2026-04-13T20:12:46.478Z,454,2024-01-15,21,مقبلات,بابا غنوج,49.38,2,0,98.76,الجيزة,Cash,Dine-in,101340,4,0
454,2026-04-13T20:12:46.478Z,455,2021-08-03,22,مشروبات,شاي,52.81,3,0,158.44,طنطا,Card,Takeaway,118727,4,0
455,2026-04-13T20:12:46.478Z,456,2025-12-04,20,محاشي,محشي ورق عنب,94.18,3,0,282.55,القاهرة,Card,Takeaway,2828,4,0
456,2026-04-13T20:12:46.478Z,457,2021-08-04,23,مشويات,كباب,158.08,4,0.1,569.11,القاهرة,Cash,Takeaway,25078,4,0
457,2026-04-13T20:12:46.478Z,458,2021-04-05,12,طواجن,طاجن بامية,129.09,1,0,129.09,أسيوط,Card,Dine-in,54384,3,0
458,2026-04-13T20:12:46.478Z,459,2023-07-12,13,مشويات,كباب,172.6,2,0,345.19,الجيزة,Cash,Delivery,62248,3,0
459,2026-04-13T20:12:46.478Z,460,2024-03-08,13,طواجن,طاجن فراخ,110.19,7,0.1,694.22,القاهرة,Cash,Delivery,172002,3,1
460,2026-04-13T20:12:46.478Z,461,2021-08-17,23,مقبلات,طحينة,37.48,3,0,112.43,الإسكندرية,Cash,Delivery,192486,4,0
461,2026-04-13T20:12:46.478Z,462,2021-04-12,18,طواجن,طاجن فراخ,121.12,1,0,121.12,القاهرة,Cash,Delivery,182213,3,0
462,2026-04-13T20:12:46.478Z,463,2021-01-20,14,مشروبات,شاي,23.65,4,0.1,85.13,القاهرة,Cash,Delivery,80446,4,0
463,2026-04-13T20:12:46.478Z,464,2024-07-12,19,محاشي,محشي ورق عنب,113.56,3,0,340.68,الجيزة,Card,Dine-in,35701,4,1
464,2026-04-13T20:12:46.478Z,465,2021-12-20,20,محاشي,محشي ورق عنب,92.77,3,0,278.3,القاهرة,Cash,Dine-in,50212,4,0
465,2026-04-13T20:12:46.478Z,466,2021-02-16,20,طواجن,طاجن بامية,120.68,6,0.1,651.66,الإسكندرية,Card,Dine-in,136908,4,0
466,2026-04-13T20:12:46.478Z,467,2025-01-29,11,محاشي,محشي كوسة,65.16,3,0,195.49,القاهرة,Card,Dine-in,103503,4,0
467,2026-04-13T20:12:46.478Z,468,2022-02-17,18,مقبلات,طحينة,58.91,1,0,58.91,الجيزة,Card,Dine-in,63143,4,0
468,2026-04-13T20:12:46.478Z,469,2024-11-26,16,طواجن,طاجن ملوخية,106.4,6,0.1,574.57,الإسكندرية,Card,Takeaway,140646,3,0
469,2026-04-13T20:12:46.478Z,470,2025-07-08,12,مشويات,كباب,149.24,1,0,149.24,طنطا,Wallet,Dine-in,39300,3,0
470,2026-04-13T20:12:46.478Z,471,2023-05-30,20,طواجن,طاجن ملوخية,110.93,4,0.1,399.36,الجيزة,Card,Dine-in,195499,4,0
471,2026-04-13T20:12:46.478Z,472,2024-04-17,16,مشروبات,عصير قصب,32.72,2,0,65.44,أسيوط,Wallet,Dine-in,130809,3,0
472,2026-04-13T20:12:46.478Z,473,2024-09-12,19,طواجن,طاجن فراخ,111.69,3,0,335.08,القاهرة,Cash,Dine-in,44104,4,0
473,2026-04-13T20:12:46.478Z,474,2022-06-05,17,محاشي,محشي ورق عنب,45.89,2,0,91.78,الجيزة,Card,Delivery,127767,4,1
474,2026-04-13T20:12:46.478Z,475,2025-07-17,13,مشويات,شيش طاووق,155.4,4,0.1,559.44,القاهرة,Cash,Dine-in,22670,5,0
475,2026-04-13T20:12:46.478Z,476,2025-06-24,23,مشروبات,عصير قصب,34.26,3,0,102.77,القاهرة,Cash,Takeaway,69427,5,0
476,2026-04-13T20:12:46.478Z,477,2025-12-18,13,مشروبات,عصير مانجو,20.71,3,0,62.13,الجيزة,Cash,Dine-in,141054,4,0
477,2026-04-13T20:12:46.478Z,478,2025-03-29,14,محاشي,محشي باذنجان,54.36,4,0.1,195.69,الإسكندرية,Cash,Dine-in,50484,3,1
478,2026-04-13T20:12:46.478Z,479,2020-12-31,16,مشويات,كباب,127.74,4,0.1,459.87,القاهرة,Cash,Delivery,98180,4,0
479,2026-04-13T20:12:46.478Z,480,2025-04-15,12,مشروبات,عصير قصب,34.02,1,0,34.02,طنطا,Cash,Dine-in,97761,3,0
480,2026-04-13T20:12:46.478Z,481,2025-06-07,10,مقبلات,بابا غنوج,59.9,2,0,119.79,الجيزة,Cash,Delivery,138233,4,1
481,2026-04-13T20:12:46.478Z,482,2023-03-01,12,مشروبات,عصير قصب,52.93,1,0,52.93,القاهرة,Card,Delivery,58063,4,0
482,2026-04-13T20:12:46.478Z,483,2023-11-04,11,محاشي,محشي كوسة,86.33,2,0,172.65,الإسكندرية,Cash,Takeaway,139079,4,1
483,2026-04-13T20:12:46.478Z,484,2024-08-08,13,مشروبات,عصير قصب,41.37,4,0.1,148.94,القاهرة,Wallet,Dine-in,149998,4,0
484,2026-04-13T20:12:46.478Z,485,2024-01-16,16,مشويات,كباب,145.12,2,0,290.23,الجيزة,Cash,Takeaway,72216,3,0
485,2026-04-13T20:12:46.478Z,486,2022-06-09,16,مقبلات,سلطة بلدي,30.5,5,0.1,137.27,الجيزة,Wallet,Takeaway,181686,3,0
486,2026-04-13T20:12:46.478Z,487,2024-06-29,21,محاشي,محشي ورق عنب,84.2,3,0,252.59,طنطا,Cash,Dine-in,22325,3,1
487,2026-04-13T20:12:46.478Z,488,2023-04-03,12,مشروبات,عصير مانجو,43.48,5,0.1,195.65,الإسكندرية,Card,Takeaway,79641,4,0
488,2026-04-13T20:12:46.478Z,489,2025-03-15,19,مشروبات,عصير قصب,47.7,5,0.1,214.63,القاهرة,Wallet,Dine-in,107241,4,1
489,2026-04-13T20:12:46.478Z,490,2025-12-26,13,مشروبات,عصير مانجو,47.02,3,0,141.05,الإسكندرية,Wallet,Dine-in,6184,4,1
490,2026-04-13T20:12:46.478Z,491,2022-10-20,11,محاشي,محشي ورق عنب,90.15,1,0,90.15,القاهرة,Cash,Takeaway,195135,3,0
491,2026-04-13T20:12:46.478Z,492,2024-08-18,11,طواجن,طاجن بامية,125.88,4,0.1,453.18,الجيزة,Wallet,Dine-in,53563,4,1
492,2026-04-13T20:12:46.478Z,493,2021-10-24,13,مقبلات,طحينة,68.24,3,0,204.73,القاهرة,Wallet,Delivery,39033,5,1
493,2026-04-13T20:12:46.478Z,494,2020-10-10,13,محاشي,محشي كوسة,55.93,3,0,167.78,القاهرة,Cash,Takeaway,110656,4,1
494,2026-04-13T20:12:46.478Z,495,2023-04-23,21,مشويات,كفتة,149.05,5,0.1,670.74,القاهرة,Cash,Dine-in,171148,4,1
495,2026-04-13T20:12:46.478Z,496,2020-06-16,13,محاشي,محشي ورق عنب,68.3,4,0.1,245.88,المنصورة,Cash,Dine-in,81387,3,0
496,2026-04-13T20:12:46.478Z,497,2021-02-14,10,مشويات,كفتة,144.05,5,0.1,648.23,أسيوط,Wallet,Delivery,160786,4,1
497,2026-04-13T20:12:46.478Z,498,2024-04-26,20,مشويات,كباب,149.57,4,0.1,538.44,الإسكندرية,Cash,Takeaway,74751,4,1
498,2026-04-13T20:12:46.478Z,499,2022-03-21,20,طواجن,طاجن بامية,133.52,5,0.1,600.82,القاهرة,Wallet,Takeaway,190140,3,0
499,2026-04-13T20:12:46.478Z,500,2020-05-20,11,مشروبات,عصير قصب,20.15,2,0,40.3,طنطا,Cash,Dine-in,153896,3,0
500,2026-04-13T20:12:46.478Z,501,2020-08-30,17,مشويات,شيش طاووق,182.11,2,0,364.21,القاهرة,Wallet,Takeaway,152000,5,1
501,2026-04-13T20:12:46.478Z,502,2021-07-03,21,مقبلات,سلطة بلدي,65.41,3,0,196.22,الجيزة,Card,Takeaway,120890,3,1
502,2026-04-13T20:12:46.478Z,503,2025-04-19,11,محاشي,محشي باذنجان,65.48,4,0.1,235.72,الإسكندرية,Card,Delivery,150966,4,1
503,2026-04-13T20:12:46.478Z,504,2022-11-26,15,محاشي,محشي ورق عنب,88.01,4,0.1,316.85,القاهرة,Card,Delivery,133859,4,1
504,2026-04-13T20:12:46.478Z,505,2020-04-19,12,محاشي,محشي ورق عنب,93.56,4,0.1,336.81,الجيزة,Cash,Takeaway,186792,4,1
505,2026-04-13T20:12:46.478Z,506,2022-07-08,11,مشروبات,عصير مانجو,31.51,2,0,63.02,القاهرة,Wallet,Takeaway,199488,3,1
506,2026-04-13T20:12:46.478Z,507,2020-03-14,20,مقبلات,طحينة,51.46,4,0.1,185.24,الإسكندرية,Cash,Dine-in,133519,3,1
507,2026-04-13T20:12:46.478Z,508,2025-09-15,12,طواجن,طاجن ملوخية,113.75,2,0,227.5,المنصورة,Cash,Takeaway,58204,3,0
508,2026-04-13T20:12:46.478Z,509,2025-04-01,10,طواجن,طاجن فراخ,104.32,4,0.1,375.56,القاهرة,Wallet,Takeaway,150813,5,0
509,2026-04-13T20:12:46.478Z,510,2021-01-08,15,محاشي,محشي باذنجان,74.73,5,0.1,336.28,الإسكندرية,Card,Takeaway,160663,4,1
510,2026-04-13T20:12:46.478Z,511,2025-07-18,11,مشويات,شيش طاووق,153.16,4,0.1,551.39,القاهرة,Wallet,Dine-in,11867,4,1
511,2026-04-13T20:12:46.479Z,512,2024-05-16,22,مقبلات,بابا غنوج,12.34,3,0,37.02,الإسكندرية,Cash,Delivery,117622,4,0
512,2026-04-13T20:12:46.479Z,513,2020-01-11,10,مقبلات,بابا غنوج,26.11,8,0.1,187.99,الإسكندرية,Wallet,Delivery,182216,4,1
513,2026-04-13T20:12:46.479Z,514,2023-10-03,10,مشروبات,عصير مانجو,18.97,1,0,18.97,القاهرة,Cash,Delivery,173085,4,0
514,2026-04-13T20:12:46.479Z,515,2022-05-23,16,مقبلات,بابا غنوج,52.13,2,0,104.25,القاهرة,Cash,Dine-in,38127,4,0
515,2026-04-13T20:12:46.479Z,516,2023-11-30,15,مقبلات,بابا غنوج,67.45,5,0.1,303.51,القاهرة,Wallet,Takeaway,113437,4,0
516,2026-04-13T20:12:46.479Z,517,2024-10-17,16,مقبلات,طحينة,49.28,3,0,147.83,الجيزة,Cash,Delivery,122296,3,0
517,2026-04-13T20:12:46.479Z,518,2021-04-20,19,مقبلات,بابا غنوج,30.8,4,0.1,110.87,المنصورة,Cash,Delivery,171842,3,0
518,2026-04-13T20:12:46.479Z,519,2024-06-12,22,مشويات,كباب,161.04,2,0,322.08,القاهرة,Card,Takeaway,121640,3,0
519,2026-04-13T20:12:46.479Z,520,2023-07-09,12,مشويات,شيش طاووق,149.3,5,0.1,671.84,طنطا,Wallet,Dine-in,25393,3,1
520,2026-04-13T20:12:46.479Z,521,2025-12-14,10,محاشي,محشي كوسة,74.24,3,0,222.71,الجيزة,Cash,Delivery,91266,4,1
521,2026-04-13T20:12:46.479Z,522,2023-06-06,11,طواجن,طاجن فراخ,110.85,1,0,110.85,الإسكندرية,Cash,Delivery,47977,4,0
522,2026-04-13T20:12:46.479Z,523,2024-09-30,10,مشويات,شيش طاووق,136.56,1,0,136.56,الإسكندرية,Cash,Dine-in,164279,4,0
523,2026-04-13T20:12:46.479Z,524,2024-10-10,19,مشويات,كفتة,153.2,2,0,306.39,الإسكندرية,Card,Delivery,17115,4,0
524,2026-04-13T20:12:46.479Z,525,2021-09-13,20,طواجن,طاجن فراخ,121.1,4,0.1,435.96,الإسكندرية,Wallet,Dine-in,143512,4,0
525,2026-04-13T20:12:46.479Z,526,2021-08-20,15,مشويات,شيش طاووق,161.4,3,0,484.19,الجيزة,Card,Takeaway,102394,3,1
526,2026-04-13T20:12:46.479Z,527,2025-12-26,22,مشروبات,عصير مانجو,16.2,6,0.1,87.45,الجيزة,Card,Dine-in,46314,3,1
527,2026-04-13T20:12:46.479Z,528,2022-06-28,16,مشروبات,عصير قصب,29.2,2,0,58.4,الجيزة,Cash,Dine-in,60513,4,0
528,2026-04-13T20:12:46.479Z,529,2020-01-14,13,مشروبات,عصير مانجو,8.41,3,0,25.24,أسيوط,Wallet,Dine-in,156799,3,0
